"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006633","GO:0006633","fatty acid biosynthetic process","3/163","137/21676",0.0846607552918597,0.395112761314988,0.357461852342029,"AAE15/CYP703/GRI",3
"GO:0032504","GO:0032504","multicellular organism reproduction","4/163","220/21676",0.0847536821116919,0.395112761314988,0.357461852342029,"AtCLO1/HUB1/RPT2b/RPT2a",4
"GO:0009626","GO:0009626","plant-type hypersensitive response","2/163","65/21676",0.08600766763814,0.395112761314988,0.357461852342029,"DELTA-OAT/RPP13",2
"GO:0009554","GO:0009554","megasporogenesis","1/163","12/21676",0.0866189526613752,0.395112761314988,0.357461852342029,"TET1",1
"GO:0031930","GO:0031930","mitochondria-nucleus signaling pathway","1/163","12/21676",0.0866189526613752,0.395112761314988,0.357461852342029,"AOX1A",1
"GO:0042727","GO:0042727","flavin-containing compound biosynthetic process","1/163","12/21676",0.0866189526613752,0.395112761314988,0.357461852342029,"PyrD",1
"GO:0046033","GO:0046033","AMP metabolic process","1/163","12/21676",0.0866189526613752,0.395112761314988,0.357461852342029,"ADSS",1
"GO:0080060","GO:0080060","integument development","1/163","12/21676",0.0866189526613752,0.395112761314988,0.357461852342029,"ANAC018",1
"GO:0031050","GO:0031050","dsRNA processing","2/163","66/21676",0.0882730261450695,0.395112761314988,0.357461852342029,"AtSAC3B/AGO7",2
"GO:0034050","GO:0034050","programmed cell death induced by symbiont","2/163","66/21676",0.0882730261450695,0.395112761314988,0.357461852342029,"DELTA-OAT/RPP13",2
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","2/163","66/21676",0.0882730261450695,0.395112761314988,0.357461852342029,"AtCDC48B/ARI9",2
"GO:0070918","GO:0070918","production of small RNA involved in gene silencing by RNA","2/163","66/21676",0.0882730261450695,0.395112761314988,0.357461852342029,"AtSAC3B/AGO7",2
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis","4/163","225/21676",0.0902352342448313,0.395112761314988,0.357461852342029,"ATMYB37/CYP703/RPT2a/HEN2",4
"GO:0009850","GO:0009850","auxin metabolic process","2/163","67/21676",0.0905560991700925,0.395112761314988,0.357461852342029,"AGO1/SPL2",2
"GO:0043455","GO:0043455","regulation of secondary metabolic process","2/163","67/21676",0.0905560991700925,0.395112761314988,0.357461852342029,"KFB39/AtKFB50",2
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","2/163","67/21676",0.0905560991700925,0.395112761314988,0.357461852342029,"ATNOA1/GRI",2
"GO:0051702","GO:0051702","biological process involved in interaction with symbiont","2/163","67/21676",0.0905560991700925,0.395112761314988,0.357461852342029,"DELTA-OAT/RPP13",2
"GO:0006360","GO:0006360","transcription by RNA polymerase I","1/163","13/21676",0.0934912343598707,0.395112761314988,0.357461852342029,"NA",1
"GO:0010093","GO:0010093","specification of floral organ identity","1/163","13/21676",0.0934912343598707,0.395112761314988,0.357461852342029,"HEN2",1
"GO:0019682","GO:0019682","glyceraldehyde-3-phosphate metabolic process","1/163","13/21676",0.0934912343598707,0.395112761314988,0.357461852342029,"ATNOA1",1
"GO:0080142","GO:0080142","regulation of salicylic acid biosynthetic process","1/163","13/21676",0.0934912343598707,0.395112761314988,0.357461852342029,"GRI",1
"GO:0009846","GO:0009846","pollen germination","2/163","69/21676",0.0951738315958592,0.395112761314988,0.357461852342029,"ATCDC48/ATPTB1",2
"GO:0018958","GO:0018958","phenol-containing compound metabolic process","2/163","69/21676",0.0951738315958592,0.395112761314988,0.357461852342029,"ATLAC15/GRI",2
"GO:0021700","GO:0021700","developmental maturation","4/163","230/21676",0.0958832591671887,0.395112761314988,0.357461852342029,"AtCLO1/BST1/HUB1/ATAIG1",4
"GO:0010051","GO:0010051","xylem and phloem pattern formation","2/163","71/21676",0.0998577983189796,0.395112761314988,0.357461852342029,"AGO1/TET1",2
"GO:0010074","GO:0010074","maintenance of meristem identity","2/163","71/21676",0.0998577983189796,0.395112761314988,0.357461852342029,"RPT2b/RPT2a",2
"GO:0016579","GO:0016579","protein deubiquitination","2/163","71/21676",0.0998577983189796,0.395112761314988,0.357461852342029,"AtUBP13/AtUBP12",2
"GO:0010015","GO:0010015","root morphogenesis","5/163","326/21676",0.100143439687288,0.395112761314988,0.357461852342029,"BST1/TET1/ATAIG1/RPT2b/RPT2a",5
"GO:0008216","GO:0008216","spermidine metabolic process","1/163","14/21676",0.100312123839598,0.395112761314988,0.357461852342029,"CYP98A9",1
"GO:0010050","GO:0010050","vegetative phase change","1/163","14/21676",0.100312123839598,0.395112761314988,0.357461852342029,"AGO7",1
"GO:0030026","GO:0030026","cellular manganese ion homeostasis","1/163","14/21676",0.100312123839598,0.395112761314988,0.357461852342029,"NA",1
"GO:0031125","GO:0031125","rRNA 3'-end processing","1/163","14/21676",0.100312123839598,0.395112761314988,0.357461852342029,"AtMTR4",1
"GO:0043248","GO:0043248","proteasome assembly","1/163","14/21676",0.100312123839598,0.395112761314988,0.357461852342029,"RPT2a",1
"GO:0045995","GO:0045995","regulation of embryonic development","1/163","14/21676",0.100312123839598,0.395112761314988,0.357461852342029,"ANAC018",1
"GO:0090701","GO:0090701","specification of plant organ identity","1/163","14/21676",0.100312123839598,0.395112761314988,0.357461852342029,"HEN2",1
"GO:0009744","GO:0009744","response to sucrose","2/163","72/21676",0.102223681868359,0.395112761314988,0.357461852342029,"GAPB/ABCI21",2
"GO:0048232","GO:0048232","male gamete generation","2/163","72/21676",0.102223681868359,0.395112761314988,0.357461852342029,"RPT2b/RPT2a",2
"GO:0042180","GO:0042180","cellular ketone metabolic process","3/163","149/21676",0.102428258879403,0.395112761314988,0.357461852342029,"ATNOA1/GRI/NA",3
"GO:0007017","GO:0007017","microtubule-based process","4/163","236/21676",0.102875639799439,0.395112761314988,0.357461852342029,"ATCDC48/MAP65-7/AtCDC48C/AtCDC48B",4
"GO:0019722","GO:0019722","calcium-mediated signaling","2/163","74/21676",0.107001414507702,0.395112761314988,0.357461852342029,"RALFL17/ATGLR1.1",2
"GO:0034285","GO:0034285","response to disaccharide","2/163","74/21676",0.107001414507702,0.395112761314988,0.357461852342029,"GAPB/ABCI21",2
"GO:0042542","GO:0042542","response to hydrogen peroxide","2/163","74/21676",0.107001414507702,0.395112761314988,0.357461852342029,"ATWRKY30/ATWRKY53",2
"GO:0045859","GO:0045859","regulation of protein kinase activity","2/163","74/21676",0.107001414507702,0.395112761314988,0.357461852342029,"CYC3/CYCP2;1",2
"GO:0006782","GO:0006782","protoporphyrinogen IX biosynthetic process","1/163","15/21676",0.107082003066546,0.395112761314988,0.357461852342029,"HEMG1",1
"GO:0006880","GO:0006880","intracellular sequestering of iron ion","1/163","15/21676",0.107082003066546,0.395112761314988,0.357461852342029,"NA",1
"GO:0009089","GO:0009089","lysine biosynthetic process via diaminopimelate","1/163","15/21676",0.107082003066546,0.395112761314988,0.357461852342029,"AGD2",1
"GO:0010267","GO:0010267","production of ta-siRNAs involved in RNA interference","1/163","15/21676",0.107082003066546,0.395112761314988,0.357461852342029,"AGO7",1
"GO:0034063","GO:0034063","stress granule assembly","1/163","15/21676",0.107082003066546,0.395112761314988,0.357461852342029,"UBP1C",1
"GO:0042726","GO:0042726","flavin-containing compound metabolic process","1/163","15/21676",0.107082003066546,0.395112761314988,0.357461852342029,"PyrD",1
"GO:0046451","GO:0046451","diaminopimelate metabolic process","1/163","15/21676",0.107082003066546,0.395112761314988,0.357461852342029,"AGD2",1
"GO:0046501","GO:0046501","protoporphyrinogen IX metabolic process","1/163","15/21676",0.107082003066546,0.395112761314988,0.357461852342029,"HEMG1",1
"GO:0048829","GO:0048829","root cap development","1/163","15/21676",0.107082003066546,0.395112761314988,0.357461852342029,"RPT2a",1
"GO:0051781","GO:0051781","positive regulation of cell division","1/163","15/21676",0.107082003066546,0.395112761314988,0.357461852342029,"HUB1",1
"GO:1902182","GO:1902182","shoot apical meristem development","1/163","15/21676",0.107082003066546,0.395112761314988,0.357461852342029,"AGO10",1
"GO:0009611","GO:0009611","response to wounding","4/163","243/21676",0.111321235370899,0.395996584396817,0.358261454549058,"atnudt8/RGLG3/CYP94B1/RGLG4",4
"GO:0009553","GO:0009553","embryo sac development","3/163","155/21676",0.111823890037105,0.395996584396817,0.358261454549058,"RPT5B/TET1/ATS6A.2",3
"GO:0009813","GO:0009813","flavonoid biosynthetic process","2/163","76/21676",0.111838041104207,0.395996584396817,0.358261454549058,"ATLAC15/ATAIG1",2
"GO:0043549","GO:0043549","regulation of kinase activity","2/163","76/21676",0.111838041104207,0.395996584396817,0.358261454549058,"CYC3/CYCP2;1",2
"GO:0006560","GO:0006560","proline metabolic process","1/163","16/21676",0.113801251185292,0.395996584396817,0.358261454549058,"DELTA-OAT",1
"GO:0006814","GO:0006814","sodium ion transport","1/163","16/21676",0.113801251185292,0.395996584396817,0.358261454549058,"ATGLR1.1",1
"GO:0019253","GO:0019253","reductive pentose-phosphate cycle","1/163","16/21676",0.113801251185292,0.395996584396817,0.358261454549058,"GAPB",1
"GO:0030497","GO:0030497","fatty acid elongation","1/163","16/21676",0.113801251185292,0.395996584396817,0.358261454549058,"AAE15",1
"GO:0046855","GO:0046855","inositol phosphate dephosphorylation","1/163","16/21676",0.113801251185292,0.395996584396817,0.358261454549058,"ATSAL2",1
"GO:0055071","GO:0055071","manganese ion homeostasis","1/163","16/21676",0.113801251185292,0.395996584396817,0.358261454549058,"NA",1
"GO:0071545","GO:0071545","inositol phosphate catabolic process","1/163","16/21676",0.113801251185292,0.395996584396817,0.358261454549058,"ATSAL2",1
"GO:0080036","GO:0080036","regulation of cytokinin-activated signaling pathway","1/163","16/21676",0.113801251185292,0.395996584396817,0.358261454549058,"AtKFB50",1
"GO:0097577","GO:0097577","sequestering of iron ion","1/163","16/21676",0.113801251185292,0.395996584396817,0.358261454549058,"NA",1
"GO:0051235","GO:0051235","maintenance of location","2/163","77/21676",0.114277558859809,0.395996584396817,0.358261454549058,"AtCLO1/NA",2
"GO:0009743","GO:0009743","response to carbohydrate","3/163","157/21676",0.115027084021191,0.396868337510342,0.359050136953819,"RPT5B/GAPB/ABCI21",3
"GO:0019932","GO:0019932","second-messenger-mediated signaling","2/163","79/21676",0.119197280192739,0.403423465958625,0.364980617026558,"RALFL17/ATGLR1.1",2
"GO:0009704","GO:0009704","de-etiolation","1/163","17/21676",0.120470244539715,0.403423465958625,0.364980617026558,"LAF3",1
"GO:0015977","GO:0015977","carbon fixation","1/163","17/21676",0.120470244539715,0.403423465958625,0.364980617026558,"GAPB",1
"GO:0019685","GO:0019685","photosynthesis, dark reaction","1/163","17/21676",0.120470244539715,0.403423465958625,0.364980617026558,"GAPB",1
"GO:0031408","GO:0031408","oxylipin biosynthetic process","1/163","17/21676",0.120470244539715,0.403423465958625,0.364980617026558,"AtCLO1",1
"GO:0046040","GO:0046040","IMP metabolic process","1/163","17/21676",0.120470244539715,0.403423465958625,0.364980617026558,"ADSS",1
"GO:0046688","GO:0046688","response to copper ion","1/163","17/21676",0.120470244539715,0.403423465958625,0.364980617026558,"ATLAC15",1
"GO:0042176","GO:0042176","regulation of protein catabolic process","2/163","80/21676",0.121676807500891,0.405759060996695,0.367093649584278,"AtCDC48B/ARI9",2
"GO:0048653","GO:0048653","anther development","2/163","81/21676",0.124169002157203,0.406788021223948,0.368024558592623,"LRP1/SPL2",2
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","1/163","18/21676",0.127089356693555,0.406788021223948,0.368024558592623,"ATPTB1",1
"GO:0006108","GO:0006108","malate metabolic process","1/163","18/21676",0.127089356693555,0.406788021223948,0.368024558592623,"ATNADP-ME1",1
"GO:0009065","GO:0009065","glutamine family amino acid catabolic process","1/163","18/21676",0.127089356693555,0.406788021223948,0.368024558592623,"DELTA-OAT",1
"GO:0009085","GO:0009085","lysine biosynthetic process","1/163","18/21676",0.127089356693555,0.406788021223948,0.368024558592623,"AGD2",1
"GO:0042304","GO:0042304","regulation of fatty acid biosynthetic process","1/163","18/21676",0.127089356693555,0.406788021223948,0.368024558592623,"GRI",1
"GO:0046838","GO:0046838","phosphorylated carbohydrate dephosphorylation","1/163","18/21676",0.127089356693555,0.406788021223948,0.368024558592623,"ATSAL2",1
"GO:0060147","GO:0060147","regulation of posttranscriptional gene silencing","1/163","18/21676",0.127089356693555,0.406788021223948,0.368024558592623,"HEN2",1
"GO:0071333","GO:0071333","cellular response to glucose stimulus","1/163","18/21676",0.127089356693555,0.406788021223948,0.368024558592623,"RPT5B",1
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","1/163","18/21676",0.127089356693555,0.406788021223948,0.368024558592623,"ATNOA1",1
"GO:0007276","GO:0007276","gamete generation","2/163","83/21676",0.129190087463394,0.411857998833301,0.372611410157579,"RPT2b/RPT2a",2
"GO:0048437","GO:0048437","floral organ development","4/163","259/21676",0.131730942788325,0.413141306323597,0.373772429283054,"LRP1/SPL2/ANAC018/HEN2",4
"GO:0009555","GO:0009555","pollen development","5/163","357/21676",0.132441178937006,0.413141306323597,0.373772429283054,"RPT5B/KUP11/LRP1/CYP703/ATS6A.2",5
"GO:0009733","GO:0009733","response to auxin","5/163","358/21676",0.133553982940532,0.413141306323597,0.373772429283054,"AGO1/ATHB40/TET16/LRP1/ATHB53",5
"GO:0009862","GO:0009862","systemic acquired resistance, salicylic acid mediated signaling pathway","1/163","19/21676",0.133658958450825,0.413141306323597,0.373772429283054,"AGD2",1
"GO:0031407","GO:0031407","oxylipin metabolic process","1/163","19/21676",0.133658958450825,0.413141306323597,0.373772429283054,"AtCLO1",1
"GO:0044030","GO:0044030","regulation of DNA methylation","1/163","19/21676",0.133658958450825,0.413141306323597,0.373772429283054,"AtSAC3B",1
"GO:0051238","GO:0051238","sequestering of metal ion","1/163","19/21676",0.133658958450825,0.413141306323597,0.373772429283054,"NA",1
"GO:0010431","GO:0010431","seed maturation","2/163","85/21676",0.13425796529211,0.413141306323597,0.373772429283054,"AtCLO1/HUB1",2
"GO:0019216","GO:0019216","regulation of lipid metabolic process","2/163","85/21676",0.13425796529211,0.413141306323597,0.373772429283054,"ATNOA1/GRI",2
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","2/163","86/21676",0.136808665856985,0.415327122852145,0.375749955958158,"CYC3/HUB1",2
"GO:0006525","GO:0006525","arginine metabolic process","1/163","20/21676",0.140179417876069,0.415327122852145,0.375749955958158,"DELTA-OAT",1
"GO:0006553","GO:0006553","lysine metabolic process","1/163","20/21676",0.140179417876069,0.415327122852145,0.375749955958158,"AGD2",1
"GO:0009240","GO:0009240","isopentenyl diphosphate biosynthetic process","1/163","20/21676",0.140179417876069,0.415327122852145,0.375749955958158,"ATNOA1",1
"GO:0009697","GO:0009697","salicylic acid biosynthetic process","1/163","20/21676",0.140179417876069,0.415327122852145,0.375749955958158,"GRI",1
"GO:0046490","GO:0046490","isopentenyl diphosphate metabolic process","1/163","20/21676",0.140179417876069,0.415327122852145,0.375749955958158,"ATNOA1",1
"GO:0048766","GO:0048766","root hair initiation","1/163","20/21676",0.140179417876069,0.415327122852145,0.375749955958158,"BST1",1
"GO:0060966","GO:0060966","regulation of gene silencing by RNA","1/163","20/21676",0.140179417876069,0.415327122852145,0.375749955958158,"AtSAC3B",1
"GO:0071326","GO:0071326","cellular response to monosaccharide stimulus","1/163","20/21676",0.140179417876069,0.415327122852145,0.375749955958158,"RPT5B",1
"GO:0071331","GO:0071331","cellular response to hexose stimulus","1/163","20/21676",0.140179417876069,0.415327122852145,0.375749955958158,"RPT5B",1
"GO:0009785","GO:0009785","blue light signaling pathway","1/163","21/21676",0.146651100314478,0.424824360872818,0.384342187410527,"ATMYB38",1
"GO:0010337","GO:0010337","regulation of salicylic acid metabolic process","1/163","21/21676",0.146651100314478,0.424824360872818,0.384342187410527,"GRI",1
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","1/163","21/21676",0.146651100314478,0.424824360872818,0.384342187410527,"ATMYB38",1
"GO:0001932","GO:0001932","regulation of protein phosphorylation","2/163","90/21676",0.147116089838015,0.424824360872818,0.384342187410527,"CYC3/CYCP2;1",2
"GO:0009637","GO:0009637","response to blue light","2/163","90/21676",0.147116089838015,0.424824360872818,0.384342187410527,"PKS2/ATMYB38",2
"GO:0019318","GO:0019318","hexose metabolic process","2/163","90/21676",0.147116089838015,0.424824360872818,0.384342187410527,"GAPB/PGI",2
"GO:0070646","GO:0070646","protein modification by small protein removal","2/163","90/21676",0.147116089838015,0.424824360872818,0.384342187410527,"AtUBP13/AtUBP12",2
"GO:0048229","GO:0048229","gametophyte development","6/163","478/21676",0.152212667714114,0.432249377418882,0.39105966259253,"RPT5B/KUP11/LRP1/TET1/CYP703/ATS6A.2",6
"GO:0006897","GO:0006897","endocytosis","2/163","92/21676",0.152328423906542,0.432249377418882,0.39105966259253,"NA/NA",2
"GO:0016554","GO:0016554","cytidine to uridine editing","1/163","22/21676",0.153074368411858,0.432249377418882,0.39105966259253,"MEF13",1
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","1/163","22/21676",0.153074368411858,0.432249377418882,0.39105966259253,"ATPTB1",1
"GO:0071230","GO:0071230","cellular response to amino acid stimulus","1/163","22/21676",0.153074368411858,0.432249377418882,0.39105966259253,"ATGLR1.1",1
"GO:0090354","GO:0090354","regulation of auxin metabolic process","1/163","22/21676",0.153074368411858,0.432249377418882,0.39105966259253,"SPL2",1
"GO:0032268","GO:0032268","regulation of cellular protein metabolic process","5/163","378/21676",0.156672172164142,0.432249377418882,0.39105966259253,"CYC3/ATB/CYCP2;1/ATPTB1/ARI9",5
"GO:0010565","GO:0010565","regulation of cellular ketone metabolic process","2/163","94/21676",0.157576768005776,0.432249377418882,0.39105966259253,"ATNOA1/GRI",2
"GO:0003002","GO:0003002","regionalization","3/163","182/21676",0.157752416110862,0.432249377418882,0.39105966259253,"AGO1/TET1/HEN2",3
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","6/163","484/21676",0.158480923697119,0.432249377418882,0.39105966259253,"AtCLO1/AAE15/AGD2/DELTA-OAT/CYP703/GRI",6
"GO:0000103","GO:0000103","sulfate assimilation","1/163","23/21676",0.159449582134443,0.432249377418882,0.39105966259253,"ATSAL2",1
"GO:0001678","GO:0001678","cellular glucose homeostasis","1/163","23/21676",0.159449582134443,0.432249377418882,0.39105966259253,"RPT5B",1
"GO:0006743","GO:0006743","ubiquinone metabolic process","1/163","23/21676",0.159449582134443,0.432249377418882,0.39105966259253,"NA",1
"GO:0006744","GO:0006744","ubiquinone biosynthetic process","1/163","23/21676",0.159449582134443,0.432249377418882,0.39105966259253,"NA",1
"GO:0006783","GO:0006783","heme biosynthetic process","1/163","23/21676",0.159449582134443,0.432249377418882,0.39105966259253,"HEMG1",1
"GO:0010020","GO:0010020","chloroplast fission","1/163","23/21676",0.159449582134443,0.432249377418882,0.39105966259253,"PDV2",1
"GO:0043572","GO:0043572","plastid fission","1/163","23/21676",0.159449582134443,0.432249377418882,0.39105966259253,"PDV2",1
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","1/163","23/21676",0.159449582134443,0.432249377418882,0.39105966259253,"ATPME44",1
"GO:0022402","GO:0022402","cell cycle process","6/163","487/21676",0.161657192938166,0.436053952919143,0.394501694181619,"ATCDC48/CYC3/HUB1/TET1/AtCDC48C/AtCDC48B",6
"GO:0009812","GO:0009812","flavonoid metabolic process","2/163","96/21676",0.162858892935457,0.436053952919143,0.394501694181619,"ATLAC15/ATAIG1",2
"GO:0042325","GO:0042325","regulation of phosphorylation","2/163","97/21676",0.16551194246785,0.436053952919143,0.394501694181619,"CYC3/CYCP2;1",2
"GO:0051604","GO:0051604","protein maturation","2/163","97/21676",0.16551194246785,0.436053952919143,0.394501694181619,"NA/NA",2
"GO:0006094","GO:0006094","gluconeogenesis","1/163","24/21676",0.165777098788583,0.436053952919143,0.394501694181619,"PGI",1
"GO:0009638","GO:0009638","phototropism","1/163","24/21676",0.165777098788583,0.436053952919143,0.394501694181619,"PKS2",1
"GO:0010039","GO:0010039","response to iron ion","1/163","24/21676",0.165777098788583,0.436053952919143,0.394501694181619,"NA",1
"GO:0015749","GO:0015749","monosaccharide transmembrane transport","1/163","24/21676",0.165777098788583,0.436053952919143,0.394501694181619,"ATSTP11",1
"GO:0042593","GO:0042593","glucose homeostasis","1/163","24/21676",0.165777098788583,0.436053952919143,0.394501694181619,"RPT5B",1
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","2/163","98/21676",0.168172627452781,0.440899947631139,0.398885906527544,"DELTA-OAT/RPP13",2
"GO:0048449","GO:0048449","floral organ formation","1/163","25/21676",0.172057273040267,0.446847465964816,0.404266676597634,"HEN2",1
"GO:0009832","GO:0009832","plant-type cell wall biogenesis","3/163","190/21676",0.17233970567653,0.446847465964816,0.404266676597634,"TBL33/AtFLA12/TBL32",3
"GO:0051338","GO:0051338","regulation of transferase activity","2/163","101/21676",0.176197886948711,0.446847465964816,0.404266676597634,"CYC3/CYCP2;1",2
"GO:0031399","GO:0031399","regulation of protein modification process","3/163","193/21676",0.177907039904066,0.446847465964816,0.404266676597634,"CYC3/ATB/CYCP2;1",3
"GO:0006595","GO:0006595","polyamine metabolic process","1/163","26/21676",0.178290456934519,0.446847465964816,0.404266676597634,"CYP98A9",1
"GO:0006857","GO:0006857","oligopeptide transport","1/163","26/21676",0.178290456934519,0.446847465964816,0.404266676597634,"ATOPT7",1
"GO:0009127","GO:0009127","purine nucleoside monophosphate biosynthetic process","1/163","26/21676",0.178290456934519,0.446847465964816,0.404266676597634,"ADSS",1
"GO:0009168","GO:0009168","purine ribonucleoside monophosphate biosynthetic process","1/163","26/21676",0.178290456934519,0.446847465964816,0.404266676597634,"ADSS",1
"GO:0009956","GO:0009956","radial pattern formation","1/163","26/21676",0.178290456934519,0.446847465964816,0.404266676597634,"TET1",1
"GO:0010207","GO:0010207","photosystem II assembly","1/163","26/21676",0.178290456934519,0.446847465964816,0.404266676597634,"HCF244",1
"GO:0015833","GO:0015833","peptide transport","1/163","26/21676",0.178290456934519,0.446847465964816,0.404266676597634,"ATOPT7",1
"GO:0019217","GO:0019217","regulation of fatty acid metabolic process","1/163","26/21676",0.178290456934519,0.446847465964816,0.404266676597634,"GRI",1
"GO:0046174","GO:0046174","polyol catabolic process","1/163","26/21676",0.178290456934519,0.446847465964816,0.404266676597634,"ATSAL2",1
"GO:0070816","GO:0070816","phosphorylation of RNA polymerase II C-terminal domain","1/163","26/21676",0.178290456934519,0.446847465964816,0.404266676597634,"NA",1
"GO:0022900","GO:0022900","electron transport chain","2/163","103/21676",0.181581515662366,0.446894130492307,0.404308894389791,"NA/NA",2
"GO:0009640","GO:0009640","photomorphogenesis","2/163","104/21676",0.184282620040262,0.446894130492307,0.404308894389791,"LAF3/EID1",2
"GO:0006536","GO:0006536","glutamate metabolic process","1/163","27/21676",0.184476999914641,0.446894130492307,0.404308894389791,"DELTA-OAT",1
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process","1/163","27/21676",0.184476999914641,0.446894130492307,0.404308894389791,"ADSS",1
"GO:0009167","GO:0009167","purine ribonucleoside monophosphate metabolic process","1/163","27/21676",0.184476999914641,0.446894130492307,0.404308894389791,"ADSS",1
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","1/163","27/21676",0.184476999914641,0.446894130492307,0.404308894389791,"HUB1",1
"GO:0016553","GO:0016553","base conversion or substitution editing","1/163","27/21676",0.184476999914641,0.446894130492307,0.404308894389791,"MEF13",1
"GO:0019319","GO:0019319","hexose biosynthetic process","1/163","27/21676",0.184476999914641,0.446894130492307,0.404308894389791,"PGI",1
"GO:0046856","GO:0046856","phosphatidylinositol dephosphorylation","1/163","27/21676",0.184476999914641,0.446894130492307,0.404308894389791,"BST1",1
"GO:0071483","GO:0071483","cellular response to blue light","1/163","27/21676",0.184476999914641,0.446894130492307,0.404308894389791,"ATMYB38",1
"GO:0080156","GO:0080156","mitochondrial mRNA modification","1/163","27/21676",0.184476999914641,0.446894130492307,0.404308894389791,"MEF13",1
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","3/163","198/21676",0.187294446760647,0.450977867275635,0.408003485549508,"AFR/EID1/ATMYB38",3
"GO:0104004","GO:0104004","cellular response to environmental stimulus","3/163","198/21676",0.187294446760647,0.450977867275635,0.408003485549508,"AFR/EID1/ATMYB38",3
"GO:0008219","GO:0008219","cell death","3/163","199/21676",0.18918743849846,0.452148652757564,0.409062705063635,"DELTA-OAT/GRI/RPP13",3
"GO:0032350","GO:0032350","regulation of hormone metabolic process","1/163","28/21676",0.190617248841332,0.452148652757564,0.409062705063635,"SPL2",1
"GO:0034219","GO:0034219","carbohydrate transmembrane transport","1/163","28/21676",0.190617248841332,0.452148652757564,0.409062705063635,"ATSTP11",1
"GO:0042168","GO:0042168","heme metabolic process","1/163","28/21676",0.190617248841332,0.452148652757564,0.409062705063635,"HEMG1",1
"GO:0043666","GO:0043666","regulation of phosphoprotein phosphatase activity","1/163","28/21676",0.190617248841332,0.452148652757564,0.409062705063635,"ATB",1
"GO:0007010","GO:0007010","cytoskeleton organization","4/163","303/21676",0.194700814349336,0.459988877864752,0.4161558229378,"ATCDC48/MAP65-7/AtCDC48C/AtCDC48B",4
"GO:0044770","GO:0044770","cell cycle phase transition","2/163","108/21676",0.195143355792363,0.459988877864752,0.4161558229378,"CYC3/HUB1",2
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","1/163","29/21676",0.196711548011641,0.459988877864752,0.4161558229378,"HUB1",1
"GO:0042594","GO:0042594","response to starvation","3/163","203/21676",0.196808290278395,0.459988877864752,0.4161558229378,"NA/ATAIG1/ATG8B",3
"GO:0055082","GO:0055082","cellular chemical homeostasis","3/163","203/21676",0.196808290278395,0.459988877864752,0.4161558229378,"RPT5B/NA/ATGLR1.1",3
"GO:0009968","GO:0009968","negative regulation of signal transduction","2/163","110/21676",0.200604246720871,0.461714030356332,0.417716582967824,"AIP2/AtKFB50",2
"GO:0048443","GO:0048443","stamen development","2/163","110/21676",0.200604246720871,0.461714030356332,0.417716582967824,"LRP1/SPL2",2
"GO:0048466","GO:0048466","androecium development","2/163","110/21676",0.200604246720871,0.461714030356332,0.417716582967824,"LRP1/SPL2",2
"GO:0048438","GO:0048438","floral whorl development","3/163","205/21676",0.200646874612202,0.461714030356332,0.417716582967824,"LRP1/SPL2/ANAC018",3
"GO:0090698","GO:0090698","post-embryonic plant morphogenesis","3/163","205/21676",0.200646874612202,0.461714030356332,0.417716582967824,"RPT2a/ANAC018/HEN2",3
"GO:0019915","GO:0019915","lipid storage","1/163","30/21676",0.202760239177812,0.461714030356332,0.417716582967824,"AtCLO1",1
"GO:0033500","GO:0033500","carbohydrate homeostasis","1/163","30/21676",0.202760239177812,0.461714030356332,0.417716582967824,"RPT5B",1
"GO:0046839","GO:0046839","phospholipid dephosphorylation","1/163","30/21676",0.202760239177812,0.461714030356332,0.417716582967824,"BST1",1
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","1/163","30/21676",0.202760239177812,0.461714030356332,0.417716582967824,"HUB1",1
"GO:0090351","GO:0090351","seedling development","3/163","209/21676",0.208377039806098,0.46377657197846,0.419582581793892,"LAF3/ATPTB1/RPT2a",3
"GO:0010088","GO:0010088","phloem development","1/163","31/21676",0.208763661565968,0.46377657197846,0.419582581793892,"NA",1
"GO:0043484","GO:0043484","regulation of RNA splicing","1/163","31/21676",0.208763661565968,0.46377657197846,0.419582581793892,"ATPTB1",1
"GO:2000031","GO:2000031","regulation of salicylic acid mediated signaling pathway","1/163","31/21676",0.208763661565968,0.46377657197846,0.419582581793892,"GLYI4",1
"GO:0006497","GO:0006497","protein lipidation","2/163","113/21676",0.208828661158173,0.46377657197846,0.419582581793892,"RPT2b/RPT2a",2
